problem,seed,tfes,method,coordination_mode,cc_pass_group_fes,cc_pass_count,best_error,final_error,fe_used,runtime,fusion_count,freeze_count,disable_count,fusion_validation_attempt_count,fusion_validation_accept_count,fusion_validation_accept_rate,validation_attempt_count,validation_accept_count,validation_reject_count,validation_accept_rate,validation_extra_fe_ratio,relation_history_size,status
A6,6,10000,no-coordination,no_coordination,20,17,81868.86776873202,83949.521610562,10000,5.865135669708252,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
A6,7,10000,no-coordination,no_coordination,20,17,81702.53234506528,83842.17830078752,10000,5.914175271987915,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
A6,8,10000,no-coordination,no_coordination,20,17,82061.65765461785,83825.79907332279,10000,5.856050491333008,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
A6,9,10000,no-coordination,no_coordination,20,17,80235.81646666634,83740.79017494818,10000,5.823852062225342,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
A6,10,10000,no-coordination,no_coordination,20,17,79417.9558303687,83535.0069266204,10000,5.8473591804504395,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
R6,1,10000,no-coordination,no_coordination,20,17,28654529646.14333,28654529646.14333,10000,5.587399244308472,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
R6,2,10000,no-coordination,no_coordination,20,17,38237150592.42683,38237150592.42683,10000,5.590437650680542,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
R6,3,10000,no-coordination,no_coordination,20,17,41162805824.15819,41162805824.15819,10000,5.733529090881348,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
R6,4,10000,no-coordination,no_coordination,20,17,15750802775.213684,15750802775.213684,10000,5.8020408153533936,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
R6,5,10000,no-coordination,no_coordination,20,17,27887184440.78799,27887184440.78799,10000,5.727940797805786,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
R6,6,10000,no-coordination,no_coordination,20,17,29057663202.732132,29057663202.732132,10000,5.7108869552612305,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
R6,7,10000,no-coordination,no_coordination,20,17,20096278524.911587,20096431191.274258,10000,5.775502681732178,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
R6,8,10000,no-coordination,no_coordination,20,17,21049495111.270473,21049495111.270473,10000,5.833833456039429,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
R6,9,10000,no-coordination,no_coordination,20,17,24227753091.00475,24249688891.158936,10000,5.735331296920776,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
R6,10,10000,no-coordination,no_coordination,20,17,21048677240.078552,21048677240.078552,10000,5.73930287361145,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E4,1,20000,no-coordination,no_coordination,20,37,601347844225.0343,601347844225.0343,20000,8.586122035980225,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E4,2,20000,no-coordination,no_coordination,20,37,566936226445.3938,566936226445.3938,20000,8.61868166923523,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E4,3,20000,no-coordination,no_coordination,20,37,730108035433.7317,730108035433.7317,20000,8.443302631378174,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E4,4,20000,no-coordination,no_coordination,20,37,596196018647.1229,596265370216.7677,20000,8.554470300674438,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E4,5,20000,no-coordination,no_coordination,20,37,631935733369.2527,631935733369.2527,20000,8.727491617202759,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E4,6,20000,no-coordination,no_coordination,20,37,704118444279.934,704118444279.934,20000,8.73649525642395,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E4,7,20000,no-coordination,no_coordination,20,37,522147291804.21173,522318863924.0843,20000,8.607518434524536,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E4,8,20000,no-coordination,no_coordination,20,37,640105138865.0244,640439999426.4626,20000,8.740445613861084,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E4,9,20000,no-coordination,no_coordination,20,37,684087333871.005,684087333871.005,20000,8.731899976730347,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E4,10,20000,no-coordination,no_coordination,20,37,652721946565.6794,652721946565.6794,20000,8.789213418960571,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E6,1,20000,no-coordination,no_coordination,20,33,535036866776.85315,535036866776.85315,20000,9.255840539932251,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
E6,2,20000,no-coordination,no_coordination,20,33,533684075699.4107,533752857161.9532,20000,9.368347883224487,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,ok
