problem,tfes,method,runs,best_mean,best_std,best_median,best_q1,best_q3,best_iqr,final_mean,final_std,gap_vs_no_coordination,gap_vs_validated,gap_vs_disable_fast,fusion_count,freeze_count,disable_count,fusion_validation_accept_rate,validation_accept_rate,validation_extra_fe_ratio,cc_pass_count_mean,relation_history_size_mean
S6,5000,validated-selective-conflict,10,23134438437447.81,5299861261199.188,23334246031957.27,18688176435148.914,26135407300184.945,7447230865036.031,23166567262806.11,5324167585055.27,0.004268426145612819,0.0,-0.004123541058167222,10409,6471,220,0.13603097260280442,0.14444444444444446,0.0018,9.0,0.0
S6,10000,arac-lite-v0.1-disable-fast,10,280351843140.9205,106451424359.8135,247076176243.65622,188912401553.10236,352597517610.8926,163685116057.79022,280599991280.7475,106288267622.66344,0.0034655101702135887,0.0007348035271297047,0.0,2321,1351,30528,0.13696070919824418,0.2826010101010101,0.0009599999999999999,18.0,190.0
S6,10000,arac-lite-v0.6-no-delta-hard-block,10,280108993760.17474,106106664038.07169,247076176243.65622,188801868666.82254,352597517610.8926,163795648944.07004,280304846337.0579,106145539654.21893,0.0025962775123707107,-0.0001320637087140112,-0.0008662307264506119,2311,1336,30363,0.13265171958920016,0.26305555555555554,0.0009000000000000001,17.9,190.0
S6,10000,arac-lite-v0.6-targeted-probe,10,280108993760.17474,106106664038.07169,247076176243.65622,188801868666.82254,352597517610.8926,163795648944.07004,280304846337.0579,106145539654.21893,0.0025962775123707107,-0.0001320637087140112,-0.0008662307264506119,2311,1336,30363,0.13265171958920016,0.26305555555555554,0.0009000000000000001,17.9,190.0
S6,10000,no-coordination,10,279383636307.9042,105287271740.30286,246912085660.60165,190906301528.76935,350938634642.8832,160032333114.11383,279423126951.00836,105248841481.11115,0.0,-0.0027212760333144743,-0.0034535418856854873,0,0,0,0.0,0.0,0.0,17.0,0.0
S6,10000,validated-selective-conflict,10,280145990878.71155,104991060065.75296,249288345303.09137,190548332797.13553,352455118275.5784,161906785478.4429,280159452956.64294,104987825829.55154,0.0027287015835358174,0.0,-0.0007342639873619468,20412,11828,60,0.0869355195138274,0.08823529411764705,0.0016999999999999997,17.0,0.0
S6,20000,arac-lite-v0.1-disable-fast,10,2586961905.996892,456213948.655323,2635966341.3930387,2174866065.4856224,2814901447.0542355,640035381.568613,2589543208.67505,457763197.82748693,0.0011221854421377337,-0.0023143472780075046,0.0,2159,1173,61268,0.10266751594490502,0.21666666666666665,0.00039,34.0,190.0
S6,20000,arac-lite-v0.6-no-delta-hard-block,10,2586961905.996892,456213948.655323,2635966341.3930387,2174866065.4856224,2814901447.0542355,640035381.568613,2589543208.67505,457763197.82748693,0.0011221854421377337,-0.0023143472780075046,0.0,2159,1173,61268,0.10266751594490502,0.21666666666666665,0.00039,34.0,190.0
S6,20000,arac-lite-v0.6-targeted-probe,10,2586961905.996892,456213948.655323,2635966341.3930387,2174866065.4856224,2814901447.0542355,640035381.568613,2589543208.67505,457763197.82748693,0.0011221854421377337,-0.0023143472780075046,0.0,2159,1173,61268,0.10266751594490502,0.21666666666666665,0.00039,34.0,190.0
S6,20000,no-coordination,10,2584062109.1164618,473839975.4920094,2606211300.363537,2172463155.47209,2917260296.670372,744797141.1982822,2584265875.1566114,473666877.3958818,0.0,-0.0034326806159305327,-0.0011209275535554429,0,0,0,0.0,0.0,0.0,33.0,0.0
S6,20000,validated-selective-conflict,10,2592962922.6789684,497400544.374215,2622570190.8960733,2162558177.4455204,2887536984.5480733,724978807.1025529,2598889618.7875524,497920001.7735405,0.0034445044997583386,0.0,0.002319715906200771,40148,22352,200,0.12350926296629372,0.12424242424242424,0.00165,33.0,0.0
