problem,tfes,candidate,baseline,paired_runs,wins,losses,ties,non_worse_count,non_worse_rate,gap_mean,gap_std,gap_median,gap_q1,gap_q3,gap_iqr,worst_case_gap,best_case_gap
S4,all,arac-lite-v0.6-targeted-probe,no-coordination,30,13,12,5,18,0.6,-0.002176360776896896,0.016752861021612615,0.0,-0.007964922472645453,0.0008679129719689016,0.008832835444614355,0.041864986831096934,-0.04374234472184256
S4,all,arac-lite-v0.6-targeted-probe,validated-selective-conflict,30,19,11,0,19,0.6333333333333333,-0.0045473174124946135,0.017237166385131626,-0.002390995515115014,-0.011540744179999769,0.0012969664934009226,0.012837710673400692,0.031807106303029714,-0.057400778736533924
S4,all,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,30,2,0,28,30,1.0,-6.383930429248334e-05,0.0003437195859035987,0.0,0.0,0.0,0.0,0.0,-0.001914825890364791
S4,all,arac-lite-v0.6-no-delta-hard-block,no-coordination,30,13,12,5,18,0.6,-0.002176360776896896,0.016752861021612615,0.0,-0.007964922472645453,0.0008679129719689016,0.008832835444614355,0.041864986831096934,-0.04374234472184256
S4,all,arac-lite-v0.6-no-delta-hard-block,validated-selective-conflict,30,19,11,0,19,0.6333333333333333,-0.0045473174124946135,0.017237166385131626,-0.002390995515115014,-0.011540744179999769,0.0012969664934009226,0.012837710673400692,0.031807106303029714,-0.057400778736533924
S4,all,arac-lite-v0.6-no-delta-hard-block,arac-lite-v0.1-disable-fast,30,2,0,28,30,1.0,-6.383930429248334e-05,0.0003437195859035987,0.0,0.0,0.0,0.0,0.0,-0.001914825890364791
S6,5000,arac-lite-v0.6-targeted-probe,no-coordination,10,2,8,0,2,0.2,0.008925424609130529,0.008226584228165286,0.008502818374064216,0.0007655556024445999,0.013370472851635892,0.012604917249191291,0.024327444377200618,-0.0005198446124363732
S6,5000,arac-lite-v0.6-targeted-probe,validated-selective-conflict,10,4,5,1,5,0.5,0.00451910492947552,0.010514046412011903,0.001055776092026795,-0.002089993121579404,0.013215846469700653,0.015305839591280058,0.02455626899809764,-0.012225616425427325
S6,5000,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6,5000,arac-lite-v0.6-no-delta-hard-block,no-coordination,10,2,8,0,2,0.2,0.008925424609130529,0.008226584228165286,0.008502818374064216,0.0007655556024445999,0.013370472851635892,0.012604917249191291,0.024327444377200618,-0.0005198446124363732
S6,5000,arac-lite-v0.6-no-delta-hard-block,validated-selective-conflict,10,4,5,1,5,0.5,0.00451910492947552,0.010514046412011903,0.001055776092026795,-0.002089993121579404,0.013215846469700653,0.015305839591280058,0.02455626899809764,-0.012225616425427325
S6,5000,arac-lite-v0.6-no-delta-hard-block,arac-lite-v0.1-disable-fast,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6,10000,arac-lite-v0.6-targeted-probe,no-coordination,10,3,7,0,3,0.3,0.002046781082914616,0.007431191911082285,0.0015615117589106754,-0.00021873675774948293,0.005157632535526867,0.00537636929327635,0.016639112900362903,-0.014796810427662148
S6,10000,arac-lite-v0.6-targeted-probe,validated-selective-conflict,10,6,4,0,6,0.6,-0.0012936214125221072,0.006908611735320539,-0.0009981988605826456,-0.006456993550493714,0.0036261761425877893,0.010083169693081503,0.009297962525844082,-0.011036557225919345
S6,10000,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,10,2,0,8,10,1.0,-0.0006292873389681752,0.001330711368257455,0.0,0.0,0.0,0.0,0.0,-0.004112828245060143
S6,10000,arac-lite-v0.6-no-delta-hard-block,no-coordination,10,3,7,0,3,0.3,0.002046781082914616,0.007431191911082285,0.0015615117589106754,-0.00021873675774948293,0.005157632535526867,0.00537636929327635,0.016639112900362903,-0.014796810427662148
S6,10000,arac-lite-v0.6-no-delta-hard-block,validated-selective-conflict,10,6,4,0,6,0.6,-0.0012936214125221072,0.006908611735320539,-0.0009981988605826456,-0.006456993550493714,0.0036261761425877893,0.010083169693081503,0.009297962525844082,-0.011036557225919345
S6,10000,arac-lite-v0.6-no-delta-hard-block,arac-lite-v0.1-disable-fast,10,2,0,8,10,1.0,-0.0006292873389681752,0.001330711368257455,0.0,0.0,0.0,0.0,0.0,-0.004112828245060143
S6,20000,arac-lite-v0.6-targeted-probe,no-coordination,10,3,6,1,4,0.4,0.002903854099131903,0.022512154093612124,0.005696125417688696,-0.007671165114680701,0.020536680976449933,0.028207846091130633,0.030631650629766007,-0.035355900128907755
S6,20000,arac-lite-v0.6-targeted-probe,validated-selective-conflict,10,4,6,0,4,0.4,0.0007391522752636479,0.020733230773342746,0.0046853332026022,-0.015162164402401502,0.012744401799362832,0.027906566201764335,0.03071070281103355,-0.029985036698165463
S6,20000,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6,20000,arac-lite-v0.6-no-delta-hard-block,no-coordination,10,3,6,1,4,0.4,0.002903854099131903,0.022512154093612124,0.005696125417688696,-0.007671165114680701,0.020536680976449933,0.028207846091130633,0.030631650629766007,-0.035355900128907755
S6,20000,arac-lite-v0.6-no-delta-hard-block,validated-selective-conflict,10,4,6,0,4,0.4,0.0007391522752636479,0.020733230773342746,0.0046853332026022,-0.015162164402401502,0.012744401799362832,0.027906566201764335,0.03071070281103355,-0.029985036698165463
S6,20000,arac-lite-v0.6-no-delta-hard-block,arac-lite-v0.1-disable-fast,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6,all,arac-lite-v0.6-targeted-probe,no-coordination,30,8,21,1,9,0.3,0.004625353263725682,0.014807651070284483,0.00302596353616969,-5.301442151108957e-05,0.013370472851635892,0.01342348727314698,0.030631650629766007,-0.035355900128907755
S6,all,arac-lite-v0.6-targeted-probe,validated-selective-conflict,30,14,15,1,15,0.5,0.001321545264072354,0.014207317510325826,1.834012209396714e-05,-0.006456993550493714,0.009260634109730163,0.015717627660223877,0.03071070281103355,-0.029985036698165463
S6,all,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,30,2,0,28,30,1.0,-0.00020976244632272506,0.000823568343436737,0.0,0.0,0.0,0.0,0.0,-0.004112828245060143
S6,all,arac-lite-v0.6-no-delta-hard-block,no-coordination,30,8,21,1,9,0.3,0.004625353263725682,0.014807651070284483,0.00302596353616969,-5.301442151108957e-05,0.013370472851635892,0.01342348727314698,0.030631650629766007,-0.035355900128907755
S6,all,arac-lite-v0.6-no-delta-hard-block,validated-selective-conflict,30,14,15,1,15,0.5,0.001321545264072354,0.014207317510325826,1.834012209396714e-05,-0.006456993550493714,0.009260634109730163,0.015717627660223877,0.03071070281103355,-0.029985036698165463
S6,all,arac-lite-v0.6-no-delta-hard-block,arac-lite-v0.1-disable-fast,30,2,0,28,30,1.0,-0.00020976244632272506,0.000823568343436737,0.0,0.0,0.0,0.0,0.0,-0.004112828245060143
